# Sales Data for Q1 2025
Date: 2025-01-13 | ProductID: P760 | Quantity: 14 | TotalSales: $631.60
Date: 2025-03-08 | ProductID: P635 | Quantity: 48 | TotalSales: $1584.83
Date: 2025-03-30 | ProductID: P955 | Quantity: 90 | TotalSales: $3091.46
Date: 2025-03-29 | ProductID: P124 | Quantity: 2 | TotalSales: $39.44
Date: 2025-03-20 | ProductID: P156 | Quantity: 53 | TotalSales: $2565.93
Date: 2025-02-15 | ProductID: P623 | Quantity: 49 | TotalSales: $2234.03
Date: 2025-02-27 | ProductID: P705 | Quantity: 98 | TotalSales: $3627.82
Date: 2025-01-23 | ProductID: P316 | Quantity: 29 | TotalSales: $1354.37
Date: 2025-02-06 | ProductID: P245 | Quantity: 19 | TotalSales: $409.76
Date: 2025-02-01 | ProductID: P325 | Quantity: 62 | TotalSales: $1914.64
Date: 2025-01-17 | ProductID: P241 | Quantity: 10 | TotalSales: $340.28
Date: 2025-02-25 | ProductID: P934 | Quantity: 18 | TotalSales: $596.00
Date: 2025-03-12 | ProductID: P334 | Quantity: 33 | TotalSales: $1036.44
Date: 2025-01-21 | ProductID: P294 | Quantity: 63 | TotalSales: $3042.95
Date: 2025-03-12 | ProductID: P852 | Quantity: 75 | TotalSales: $838.03
Date: 2025-01-14 | ProductID: P865 | Quantity: 100 | TotalSales: $3580.32
Date: 2025-03-09 | ProductID: P371 | Quantity: 30 | TotalSales: $1404.95
Date: 2025-01-08 | ProductID: P877 | Quantity: 32 | TotalSales: $1464.15
Date: 2025-01-09 | ProductID: P905 | Quantity: 95 | TotalSales: $1072.45
Date: 2025-02-07 | ProductID: P252 | Quantity: 30 | TotalSales: $1445.62
Date: 2025-01-13 | ProductID: P502 | Quantity: 73 | TotalSales: $2568.38
Date: 2025-01-19 | ProductID: P679 | Quantity: 6 | TotalSales: $266.65
Date: 2025-02-19 | ProductID: P979 | Quantity: 42 | TotalSales: $2077.26
Date: 2025-02-12 | ProductID: P126 | Quantity: 76 | TotalSales: $1929.99
Date: 2025-01-07 | ProductID: P398 | Quantity: 78 | TotalSales: $2846.66
Date: 2025-02-11 | ProductID: P397 | Quantity: 100 | TotalSales: $4500.85
Date: 2025-02-25 | ProductID: P309 | Quantity: 34 | TotalSales: $1018.96
Date: 2025-03-14 | ProductID: P101 | Quantity: 71 | TotalSales: $2415.64
Date: 2025-03-21 | ProductID: P552 | Quantity: 23 | TotalSales: $325.09
Date: 2025-01-15 | ProductID: P253 | Quantity: 46 | TotalSales: $1454.07
Date: 2025-03-27 | ProductID: P856 | Quantity: 80 | TotalSales: $3001.23
Date: 2025-01-01 | ProductID: P539 | Quantity: 1 | TotalSales: $10.36
Date: 2025-01-02 | ProductID: P297 | Quantity: 98 | TotalSales: $4619.23
Date: 2025-01-04 | ProductID: P472 | Quantity: 70 | TotalSales: $3325.46
Date: 2025-03-20 | ProductID: P192 | Quantity: 62 | TotalSales: $3019.68
Date: 2025-02-03 | ProductID: P266 | Quantity: 77 | TotalSales: $2824.51
Date: 2025-01-05 | ProductID: P709 | Quantity: 88 | TotalSales: $1933.48
Date: 2025-01-31 | ProductID: P955 | Quantity: 28 | TotalSales: $584.07
Date: 2025-01-25 | ProductID: P637 | Quantity: 38 | TotalSales: $1605.19
Date: 2025-01-10 | ProductID: P370 | Quantity: 38 | TotalSales: $1774.91
Date: 2025-03-09 | ProductID: P829 | Quantity: 5 | TotalSales: $151.10
Date: 2025-03-14 | ProductID: P241 | Quantity: 39 | TotalSales: $533.25
Date: 2025-01-30 | ProductID: P782 | Quantity: 91 | TotalSales: $2515.89
Date: 2025-01-06 | ProductID: P997 | Quantity: 26 | TotalSales: $644.01
Date: 2025-03-31 | ProductID: P649 | Quantity: 85 | TotalSales: $2475.75
Date: 2025-01-30 | ProductID: P273 | Quantity: 9 | TotalSales: $327.43
Date: 2025-02-05 | ProductID: P259 | Quantity: 77 | TotalSales: $1755.04
Date: 2025-01-21 | ProductID: P399 | Quantity: 44 | TotalSales: $1684.41
Date: 2025-02-27 | ProductID: P717 | Quantity: 63 | TotalSales: $1843.11
Date: 2025-03-29 | ProductID: P872 | Quantity: 22 | TotalSales: $883.33
Date: 2025-01-21 | ProductID: P137 | Quantity: 7 | TotalSales: $245.38
Date: 2025-02-02 | ProductID: P526 | Quantity: 93 | TotalSales: $1140.18
Date: 2025-03-02 | ProductID: P212 | Quantity: 77 | TotalSales: $3702.69
Date: 2025-01-19 | ProductID: P117 | Quantity: 39 | TotalSales: $1555.62
Date: 2025-02-18 | ProductID: P139 | Quantity: 14 | TotalSales: $655.27
Date: 2025-02-23 | ProductID: P508 | Quantity: 26 | TotalSales: $1097.40
Date: 2025-01-19 | ProductID: P692 | Quantity: 13 | TotalSales: $527.59
Date: 2025-01-16 | ProductID: P987 | Quantity: 60 | TotalSales: $1070.64
Date: 2025-03-05 | ProductID: P521 | Quantity: 39 | TotalSales: $1448.82
Date: 2025-01-15 | ProductID: P173 | Quantity: 12 | TotalSales: $269.18
Date: 2025-03-29 | ProductID: P809 | Quantity: 42 | TotalSales: $790.64
Date: 2025-03-18 | ProductID: P273 | Quantity: 59 | TotalSales: $2416.02
Date: 2025-01-09 | ProductID: P613 | Quantity: 5 | TotalSales: $202.47
Date: 2025-03-08 | ProductID: P668 | Quantity: 76 | TotalSales: $1843.71
Date: 2025-01-01 | ProductID: P236 | Quantity: 88 | TotalSales: $1630.72
Date: 2025-03-02 | ProductID: P908 | Quantity: 20 | TotalSales: $312.60
Date: 2025-02-20 | ProductID: P749 | Quantity: 46 | TotalSales: $1650.42
Date: 2025-03-10 | ProductID: P368 | Quantity: 76 | TotalSales: $2500.45
Date: 2025-03-29 | ProductID: P303 | Quantity: 89 | TotalSales: $2028.72
Date: 2025-03-07 | ProductID: P599 | Quantity: 29 | TotalSales: $675.40
Date: 2025-02-24 | ProductID: P277 | Quantity: 34 | TotalSales: $987.33
Date: 2025-02-08 | ProductID: P297 | Quantity: 10 | TotalSales: $334.35
Date: 2025-01-02 | ProductID: P345 | Quantity: 92 | TotalSales: $2136.95
Date: 2025-03-18 | ProductID: P304 | Quantity: 49 | TotalSales: $708.17
Date: 2025-03-02 | ProductID: P903 | Quantity: 39 | TotalSales: $1116.55
Date: 2025-01-22 | ProductID: P617 | Quantity: 71 | TotalSales: $1885.93
Date: 2025-02-28 | ProductID: P872 | Quantity: 51 | TotalSales: $832.95
Date: 2025-01-19 | ProductID: P953 | Quantity: 54 | TotalSales: $1491.16
Date: 2025-02-12 | ProductID: P304 | Quantity: 15 | TotalSales: $362.36
Date: 2025-02-23 | ProductID: P322 | Quantity: 62 | TotalSales: $3001.43
Date: 2025-01-05 | ProductID: P161 | Quantity: 65 | TotalSales: $826.81
Date: 2025-01-08 | ProductID: P515 | Quantity: 74 | TotalSales: $1741.64
Date: 2025-03-23 | ProductID: P918 | Quantity: 54 | TotalSales: $825.32
Date: 2025-03-20 | ProductID: P948 | Quantity: 66 | TotalSales: $1486.11
Date: 2025-02-11 | ProductID: P282 | Quantity: 22 | TotalSales: $836.11
Date: 2025-03-09 | ProductID: P118 | Quantity: 27 | TotalSales: $1315.91
Date: 2025-03-05 | ProductID: P410 | Quantity: 10 | TotalSales: $131.13
Date: 2025-03-24 | ProductID: P622 | Quantity: 50 | TotalSales: $1184.80
Date: 2025-01-08 | ProductID: P125 | Quantity: 56 | TotalSales: $805.36
Date: 2025-01-25 | ProductID: P394 | Quantity: 25 | TotalSales: $271.95
Date: 2025-01-14 | ProductID: P749 | Quantity: 56 | TotalSales: $738.87
Date: 2025-02-17 | ProductID: P252 | Quantity: 96 | TotalSales: $1860.64
Date: 2025-01-02 | ProductID: P233 | Quantity: 25 | TotalSales: $975.03
Date: 2025-03-23 | ProductID: P759 | Quantity: 76 | TotalSales: $3734.61
Date: 2025-01-07 | ProductID: P291 | Quantity: 14 | TotalSales: $169.72
Date: 2025-02-15 | ProductID: P472 | Quantity: 13 | TotalSales: $626.25
Date: 2025-01-20 | ProductID: P361 | Quantity: 60 | TotalSales: $2911.01
Date: 2025-01-04 | ProductID: P907 | Quantity: 19 | TotalSales: $258.79
Date: 2025-02-15 | ProductID: P218 | Quantity: 36 | TotalSales: $1263.75
Date: 2025-02-24 | ProductID: P152 | Quantity: 30 | TotalSales: $380.01
Date: 2025-01-12 | ProductID: P902 | Quantity: 22 | TotalSales: $375.48
Date: 2025-03-27 | ProductID: P346 | Quantity: 69 | TotalSales: $3033.88
Date: 2025-01-07 | ProductID: P616 | Quantity: 26 | TotalSales: $880.29
Date: 2025-02-07 | ProductID: P891 | Quantity: 1 | TotalSales: $18.81
Date: 2025-03-09 | ProductID: P322 | Quantity: 49 | TotalSales: $1974.17
Date: 2025-02-28 | ProductID: P260 | Quantity: 79 | TotalSales: $950.23
Date: 2025-02-08 | ProductID: P290 | Quantity: 50 | TotalSales: $1412.34
Date: 2025-03-19 | ProductID: P539 | Quantity: 36 | TotalSales: $1214.16
Date: 2025-03-09 | ProductID: P941 | Quantity: 33 | TotalSales: $1280.93
Date: 2025-01-15 | ProductID: P989 | Quantity: 26 | TotalSales: $632.64
Date: 2025-02-25 | ProductID: P753 | Quantity: 35 | TotalSales: $1620.18
Date: 2025-01-10 | ProductID: P705 | Quantity: 32 | TotalSales: $736.38
Date: 2025-02-18 | ProductID: P827 | Quantity: 82 | TotalSales: $3821.23
Date: 2025-02-06 | ProductID: P567 | Quantity: 90 | TotalSales: $1319.08
Date: 2025-02-23 | ProductID: P651 | Quantity: 58 | TotalSales: $2455.24
Date: 2025-03-14 | ProductID: P933 | Quantity: 13 | TotalSales: $430.23
Date: 2025-01-29 | ProductID: P699 | Quantity: 67 | TotalSales: $3269.73
Date: 2025-01-31 | ProductID: P869 | Quantity: 45 | TotalSales: $1953.47
Date: 2025-02-04 | ProductID: P879 | Quantity: 53 | TotalSales: $796.04
Date: 2025-03-04 | ProductID: P950 | Quantity: 30 | TotalSales: $308.35
Date: 2025-03-09 | ProductID: P351 | Quantity: 18 | TotalSales: $829.66
Date: 2025-02-25 | ProductID: P630 | Quantity: 22 | TotalSales: $724.85
Date: 2025-02-08 | ProductID: P896 | Quantity: 98 | TotalSales: $2666.66
Date: 2025-03-11 | ProductID: P732 | Quantity: 47 | TotalSales: $1559.01
Date: 2025-02-03 | ProductID: P392 | Quantity: 24 | TotalSales: $1086.14
Date: 2025-02-25 | ProductID: P448 | Quantity: 85 | TotalSales: $1327.21
Date: 2025-01-17 | ProductID: P359 | Quantity: 20 | TotalSales: $781.45
Date: 2025-01-15 | ProductID: P363 | Quantity: 79 | TotalSales: $2673.32
Date: 2025-02-03 | ProductID: P966 | Quantity: 25 | TotalSales: $625.57
Date: 2025-03-25 | ProductID: P196 | Quantity: 11 | TotalSales: $143.27
Date: 2025-02-28 | ProductID: P979 | Quantity: 32 | TotalSales: $374.15
Date: 2025-01-16 | ProductID: P468 | Quantity: 45 | TotalSales: $1991.53
Date: 2025-02-23 | ProductID: P307 | Quantity: 69 | TotalSales: $1365.51
Date: 2025-03-12 | ProductID: P635 | Quantity: 31 | TotalSales: $638.83
Date: 2025-02-15 | ProductID: P752 | Quantity: 27 | TotalSales: $489.27
Date: 2025-02-18 | ProductID: P641 | Quantity: 59 | TotalSales: $1596.48
Date: 2025-03-31 | ProductID: P411 | Quantity: 19 | TotalSales: $888.75
Date: 2025-01-22 | ProductID: P988 | Quantity: 47 | TotalSales: $1290.76
Date: 2025-03-21 | ProductID: P164 | Quantity: 54 | TotalSales: $1325.25
Date: 2025-03-30 | ProductID: P476 | Quantity: 71 | TotalSales: $3028.05
Date: 2025-02-07 | ProductID: P730 | Quantity: 44 | TotalSales: $474.05
Date: 2025-03-18 | ProductID: P748 | Quantity: 60 | TotalSales: $978.84
Date: 2025-01-09 | ProductID: P252 | Quantity: 55 | TotalSales: $1045.62
Date: 2025-01-13 | ProductID: P868 | Quantity: 73 | TotalSales: $819.92
Date: 2025-01-24 | ProductID: P268 | Quantity: 9 | TotalSales: $409.35
Date: 2025-02-17 | ProductID: P739 | Quantity: 25 | TotalSales: $303.77
Date: 2025-03-10 | ProductID: P201 | Quantity: 94 | TotalSales: $3795.96
Date: 2025-03-25 | ProductID: P774 | Quantity: 6 | TotalSales: $127.18
Date: 2025-03-21 | ProductID: P644 | Quantity: 99 | TotalSales: $3534.11
Date: 2025-01-14 | ProductID: P182 | Quantity: 33 | TotalSales: $1457.94
Date: 2025-01-09 | ProductID: P884 | Quantity: 66 | TotalSales: $1460.75
Date: 2025-01-22 | ProductID: P532 | Quantity: 72 | TotalSales: $2975.18
Date: 2025-01-22 | ProductID: P576 | Quantity: 17 | TotalSales: $808.38
Date: 2025-01-09 | ProductID: P615 | Quantity: 75 | TotalSales: $1155.56
Date: 2025-02-18 | ProductID: P112 | Quantity: 71 | TotalSales: $2985.87
Date: 2025-03-30 | ProductID: P802 | Quantity: 55 | TotalSales: $2719.68
Date: 2025-01-01 | ProductID: P846 | Quantity: 67 | TotalSales: $1149.68
Date: 2025-03-08 | ProductID: P154 | Quantity: 94 | TotalSales: $3123.56
Date: 2025-03-11 | ProductID: P980 | Quantity: 55 | TotalSales: $1774.87
Date: 2025-01-09 | ProductID: P352 | Quantity: 86 | TotalSales: $2380.45
Date: 2025-01-18 | ProductID: P261 | Quantity: 49 | TotalSales: $1773.10
Date: 2025-02-19 | ProductID: P216 | Quantity: 54 | TotalSales: $2533.32
Date: 2025-03-31 | ProductID: P741 | Quantity: 17 | TotalSales: $605.87
Date: 2025-02-28 | ProductID: P288 | Quantity: 49 | TotalSales: $1170.40
Date: 2025-03-03 | ProductID: P708 | Quantity: 34 | TotalSales: $1380.38
Date: 2025-02-16 | ProductID: P312 | Quantity: 40 | TotalSales: $1976.28
Date: 2025-02-16 | ProductID: P331 | Quantity: 13 | TotalSales: $618.13
Date: 2025-03-31 | ProductID: P460 | Quantity: 68 | TotalSales: $1509.47
Date: 2025-03-19 | ProductID: P255 | Quantity: 33 | TotalSales: $387.52
Date: 2025-01-07 | ProductID: P308 | Quantity: 46 | TotalSales: $1504.53
Date: 2025-03-18 | ProductID: P493 | Quantity: 30 | TotalSales: $1345.86
Date: 2025-03-25 | ProductID: P185 | Quantity: 30 | TotalSales: $692.92
Date: 2025-02-16 | ProductID: P808 | Quantity: 21 | TotalSales: $825.51
Date: 2025-02-04 | ProductID: P656 | Quantity: 65 | TotalSales: $2990.39
Date: 2025-02-12 | ProductID: P939 | Quantity: 98 | TotalSales: $1524.85
Date: 2025-02-14 | ProductID: P890 | Quantity: 57 | TotalSales: $1009.01
Date: 2025-02-13 | ProductID: P909 | Quantity: 60 | TotalSales: $722.09
Date: 2025-02-02 | ProductID: P108 | Quantity: 10 | TotalSales: $177.65
Date: 2025-03-03 | ProductID: P234 | Quantity: 32 | TotalSales: $1092.85
Date: 2025-03-03 | ProductID: P933 | Quantity: 9 | TotalSales: $404.97
Date: 2025-02-21 | ProductID: P107 | Quantity: 70 | TotalSales: $1142.19
Date: 2025-01-05 | ProductID: P571 | Quantity: 87 | TotalSales: $2007.31
Date: 2025-02-26 | ProductID: P733 | Quantity: 35 | TotalSales: $866.68
Date: 2025-03-19 | ProductID: P569 | Quantity: 71 | TotalSales: $3090.01
Date: 2025-03-30 | ProductID: P574 | Quantity: 65 | TotalSales: $1364.65
Date: 2025-03-05 | ProductID: P806 | Quantity: 47 | TotalSales: $2315.69
Date: 2025-03-20 | ProductID: P923 | Quantity: 64 | TotalSales: $2769.91
Date: 2025-03-22 | ProductID: P106 | Quantity: 38 | TotalSales: $1416.34
Date: 2025-01-14 | ProductID: P272 | Quantity: 33 | TotalSales: $1313.05
Date: 2025-01-04 | ProductID: P900 | Quantity: 80 | TotalSales: $1866.70
Date: 2025-01-24 | ProductID: P535 | Quantity: 95 | TotalSales: $1950.66
Date: 2025-01-13 | ProductID: P603 | Quantity: 70 | TotalSales: $3295.88
Date: 2025-02-09 | ProductID: P438 | Quantity: 48 | TotalSales: $2006.98
Date: 2025-03-20 | ProductID: P578 | Quantity: 23 | TotalSales: $1110.54
Date: 2025-03-27 | ProductID: P693 | Quantity: 39 | TotalSales: $1740.88
Date: 2025-01-04 | ProductID: P765 | Quantity: 17 | TotalSales: $849.45
Date: 2025-02-01 | ProductID: P354 | Quantity: 74 | TotalSales: $1781.17
Date: 2025-01-05 | ProductID: P684 | Quantity: 87 | TotalSales: $3141.81
Date: 2025-03-28 | ProductID: P649 | Quantity: 64 | TotalSales: $1090.80
Date: 2025-03-18 | ProductID: P563 | Quantity: 58 | TotalSales: $2243.50
Date: 2025-01-06 | ProductID: P830 | Quantity: 14 | TotalSales: $278.94
Date: 2025-03-06 | ProductID: P776 | Quantity: 94 | TotalSales: $3841.16
Date: 2025-01-20 | ProductID: P579 | Quantity: 13 | TotalSales: $237.79
Date: 2025-01-30 | ProductID: P194 | Quantity: 42 | TotalSales: $1551.34
Date: 2025-01-24 | ProductID: P543 | Quantity: 13 | TotalSales: $642.81
Date: 2025-02-13 | ProductID: P964 | Quantity: 20 | TotalSales: $488.48
Date: 2025-01-23 | ProductID: P997 | Quantity: 50 | TotalSales: $1941.61
Date: 2025-02-03 | ProductID: P497 | Quantity: 7 | TotalSales: $196.08
Date: 2025-03-31 | ProductID: P128 | Quantity: 71 | TotalSales: $2769.90
Date: 2025-01-09 | ProductID: P630 | Quantity: 63 | TotalSales: $937.02
Date: 2025-02-19 | ProductID: P493 | Quantity: 24 | TotalSales: $381.09
Date: 2025-03-29 | ProductID: P410 | Quantity: 50 | TotalSales: $2333.93
Date: 2025-01-13 | ProductID: P551 | Quantity: 42 | TotalSales: $859.34
Date: 2025-01-12 | ProductID: P220 | Quantity: 68 | TotalSales: $2303.05
Date: 2025-01-03 | ProductID: P701 | Quantity: 91 | TotalSales: $3760.42
Date: 2025-03-06 | ProductID: P870 | Quantity: 81 | TotalSales: $1995.25
Date: 2025-02-02 | ProductID: P757 | Quantity: 94 | TotalSales: $2358.86
Date: 2025-03-31 | ProductID: P987 | Quantity: 78 | TotalSales: $3056.80
Date: 2025-02-21 | ProductID: P970 | Quantity: 28 | TotalSales: $1198.93
Date: 2025-01-28 | ProductID: P906 | Quantity: 16 | TotalSales: $461.81
Date: 2025-03-27 | ProductID: P921 | Quantity: 77 | TotalSales: $2723.27
Date: 2025-02-05 | ProductID: P402 | Quantity: 48 | TotalSales: $935.78
Date: 2025-03-12 | ProductID: P916 | Quantity: 86 | TotalSales: $3828.90
Date: 2025-02-09 | ProductID: P769 | Quantity: 36 | TotalSales: $416.36
Date: 2025-01-11 | ProductID: P733 | Quantity: 49 | TotalSales: $1306.77
Date: 2025-01-02 | ProductID: P270 | Quantity: 21 | TotalSales: $453.48
Date: 2025-02-06 | ProductID: P569 | Quantity: 78 | TotalSales: $1805.44
Date: 2025-02-04 | ProductID: P972 | Quantity: 73 | TotalSales: $2215.19
Date: 2025-03-10 | ProductID: P702 | Quantity: 57 | TotalSales: $1037.62
Date: 2025-02-07 | ProductID: P470 | Quantity: 87 | TotalSales: $4236.55
Date: 2025-03-08 | ProductID: P261 | Quantity: 35 | TotalSales: $391.02
Date: 2025-02-02 | ProductID: P814 | Quantity: 49 | TotalSales: $1009.28
Date: 2025-01-22 | ProductID: P227 | Quantity: 84 | TotalSales: $2941.99
Date: 2025-01-11 | ProductID: P520 | Quantity: 51 | TotalSales: $1231.50
Date: 2025-03-19 | ProductID: P360 | Quantity: 30 | TotalSales: $629.47
Date: 2025-01-22 | ProductID: P803 | Quantity: 50 | TotalSales: $1868.22
Date: 2025-03-01 | ProductID: P118 | Quantity: 93 | TotalSales: $3808.75
Date: 2025-01-14 | ProductID: P897 | Quantity: 3 | TotalSales: $82.30
Date: 2025-03-04 | ProductID: P733 | Quantity: 98 | TotalSales: $1662.18
Date: 2025-01-08 | ProductID: P583 | Quantity: 62 | TotalSales: $933.56
Date: 2025-02-21 | ProductID: P221 | Quantity: 71 | TotalSales: $2687.80
Date: 2025-01-13 | ProductID: P958 | Quantity: 19 | TotalSales: $242.94
Date: 2025-03-20 | ProductID: P942 | Quantity: 23 | TotalSales: $980.65
Date: 2025-02-27 | ProductID: P273 | Quantity: 27 | TotalSales: $994.51
Date: 2025-01-09 | ProductID: P901 | Quantity: 86 | TotalSales: $1110.72
Date: 2025-02-11 | ProductID: P731 | Quantity: 80 | TotalSales: $1275.33
Date: 2025-01-01 | ProductID: P167 | Quantity: 79 | TotalSales: $3884.64
Date: 2025-02-22 | ProductID: P124 | Quantity: 91 | TotalSales: $3046.86
Date: 2025-03-04 | ProductID: P591 | Quantity: 20 | TotalSales: $363.21
Date: 2025-03-18 | ProductID: P523 | Quantity: 54 | TotalSales: $1395.66
Date: 2025-02-27 | ProductID: P428 | Quantity: 20 | TotalSales: $713.25
Date: 2025-01-30 | ProductID: P453 | Quantity: 2 | TotalSales: $51.60
Date: 2025-03-30 | ProductID: P385 | Quantity: 65 | TotalSales: $2505.81
Date: 2025-01-13 | ProductID: P862 | Quantity: 14 | TotalSales: $499.13
Date: 2025-02-09 | ProductID: P715 | Quantity: 77 | TotalSales: $3161.76
Date: 2025-02-25 | ProductID: P232 | Quantity: 35 | TotalSales: $809.39
Date: 2025-01-24 | ProductID: P637 | Quantity: 26 | TotalSales: $406.11
Date: 2025-03-17 | ProductID: P926 | Quantity: 54 | TotalSales: $889.92
Date: 2025-02-12 | ProductID: P614 | Quantity: 30 | TotalSales: $825.90
Date: 2025-03-31 | ProductID: P288 | Quantity: 25 | TotalSales: $661.29
Date: 2025-02-09 | ProductID: P727 | Quantity: 43 | TotalSales: $679.92
Date: 2025-03-17 | ProductID: P364 | Quantity: 71 | TotalSales: $1586.94
Date: 2025-02-14 | ProductID: P103 | Quantity: 21 | TotalSales: $300.59
Date: 2025-01-22 | ProductID: P763 | Quantity: 23 | TotalSales: $580.65
Date: 2025-01-04 | ProductID: P957 | Quantity: 85 | TotalSales: $1074.88
Date: 2025-01-27 | ProductID: P249 | Quantity: 88 | TotalSales: $2521.81
Date: 2025-03-15 | ProductID: P737 | Quantity: 14 | TotalSales: $306.12
Date: 2025-03-11 | ProductID: P299 | Quantity: 48 | TotalSales: $2076.74
Date: 2025-02-10 | ProductID: P418 | Quantity: 56 | TotalSales: $1127.14
Date: 2025-02-07 | ProductID: P953 | Quantity: 15 | TotalSales: $291.02
Date: 2025-02-17 | ProductID: P489 | Quantity: 74 | TotalSales: $1511.72
Date: 2025-03-28 | ProductID: P759 | Quantity: 4 | TotalSales: $141.78
Date: 2025-03-15 | ProductID: P524 | Quantity: 64 | TotalSales: $1666.12
Date: 2025-03-09 | ProductID: P970 | Quantity: 67 | TotalSales: $903.93
Date: 2025-01-14 | ProductID: P937 | Quantity: 48 | TotalSales: $1955.23
Date: 2025-01-07 | ProductID: P136 | Quantity: 9 | TotalSales: $290.90
Date: 2025-02-20 | ProductID: P314 | Quantity: 79 | TotalSales: $3841.97
Date: 2025-03-02 | ProductID: P293 | Quantity: 1 | TotalSales: $16.32
Date: 2025-03-30 | ProductID: P416 | Quantity: 72 | TotalSales: $2119.20
Date: 2025-02-26 | ProductID: P631 | Quantity: 45 | TotalSales: $852.86
Date: 2025-01-11 | ProductID: P771 | Quantity: 62 | TotalSales: $1207.43
Date: 2025-01-01 | ProductID: P796 | Quantity: 33 | TotalSales: $637.35
Date: 2025-01-31 | ProductID: P184 | Quantity: 13 | TotalSales: $288.48
Date: 2025-02-11 | ProductID: P528 | Quantity: 21 | TotalSales: $739.26
Date: 2025-01-11 | ProductID: P671 | Quantity: 45 | TotalSales: $1905.47
Date: 2025-02-15 | ProductID: P576 | Quantity: 28 | TotalSales: $949.27
Date: 2025-01-29 | ProductID: P190 | Quantity: 80 | TotalSales: $2967.11
